Project,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count.1, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
George River Escapement,2001,08/09,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2001,08/10,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2001,08/11,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2001,08/12,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2001,08/13,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2001,08/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,08/15,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2001,08/16,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2001,08/17,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2001,08/18,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2001,08/19,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2001,08/20,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2001,08/21,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2001,08/22,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2001,08/23,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2001,08/24,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2001,08/25,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2001,08/26,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2001,08/27,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2001,08/28,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2001,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/04,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2001,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2001,09/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2002,06/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2002,06/17,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2002,06/18,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2002,06/19,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2002,06/20,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2002,06/21,George River,Chinook,3.0,3.0,Estimated,Weir
George River Escapement,2002,06/22,George River,Chinook,55.0,55.0,Counted,Weir
George River Escapement,2002,06/23,George River,Chinook,40.0,40.0,Counted,Weir
George River Escapement,2002,06/24,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2002,06/25,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2002,06/26,George River,Chinook,30.0,30.0,Counted,Weir
George River Escapement,2002,06/27,George River,Chinook,24.0,24.0,Counted,Weir
George River Escapement,2002,06/28,George River,Chinook,43.0,43.0,Counted,Weir
George River Escapement,2002,06/29,George River,Chinook,24.0,24.0,Counted,Weir
George River Escapement,2002,06/30,George River,Chinook,420.0,420.0,Counted,Weir
George River Escapement,2002,07/01,George River,Chinook,366.0,366.0,Counted,Weir
George River Escapement,2002,07/02,George River,Chinook,23.0,23.0,Counted,Weir
George River Escapement,2002,07/03,George River,Chinook,107.0,107.0,Counted,Weir
George River Escapement,2002,07/04,George River,Chinook,39.0,39.0,Counted,Weir
George River Escapement,2002,07/05,George River,Chinook,102.0,102.0,Counted,Weir
George River Escapement,2002,07/06,George River,Chinook,92.0,92.0,Counted,Weir
George River Escapement,2002,07/07,George River,Chinook,138.0,138.0,Counted,Weir
George River Escapement,2002,07/08,George River,Chinook,127.0,127.0,Counted,Weir
George River Escapement,2002,07/09,George River,Chinook,80.0,80.0,Counted,Weir
George River Escapement,2002,07/10,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2002,07/11,George River,Chinook,142.0,142.0,Counted,Weir
George River Escapement,2002,07/12,George River,Chinook,37.0,37.0,Counted,Weir
George River Escapement,2002,07/13,George River,Chinook,55.0,55.0,Counted,Weir
George River Escapement,2002,07/14,George River,Chinook,74.0,74.0,Counted,Weir
George River Escapement,2002,07/15,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2002,07/16,George River,Chinook,35.0,35.0,Counted,Weir
George River Escapement,2002,07/17,George River,Chinook,42.0,42.0,Counted,Weir
George River Escapement,2002,07/18,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2002,07/19,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2002,07/20,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2002,07/21,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2002,07/22,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2002,07/23,George River,Chinook,9.0,9.0,Counted,Weir
George River Escapement,2002,07/24,George River,Chinook,18.0,18.0,Counted,Weir
George River Escapement,2002,07/25,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2002,07/26,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2002,07/27,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2002,07/28,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2002,07/29,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2002,07/30,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2002,07/31,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2002,08/01,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2002,08/02,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2002,08/03,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2002,08/04,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2002,08/05,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2002,08/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/08,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2002,08/09,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2002,08/10,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2002,08/11,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2002,08/12,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2002,08/13,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2002,08/14,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2002,08/15,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2002,08/16,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2002,08/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/18,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2002,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/22,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2002,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2002,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2004,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2004,06/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2004,06/17,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2004,06/18,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2004,06/19,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2004,06/20,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2004,06/21,George River,Chinook,4.0,4.0,Estimated,Weir
George River Escapement,2004,06/22,George River,Chinook,12.0,12.0,Estimated,Weir
George River Escapement,2004,06/23,George River,Chinook,27.0,27.0,Estimated,Weir
George River Escapement,2004,06/24,George River,Chinook,48.0,48.0,Estimated,Weir
George River Escapement,2004,06/25,George River,Chinook,78.0,78.0,Estimated,Weir
George River Escapement,2004,06/26,George River,Chinook,114.0,114.0,Estimated,Weir
George River Escapement,2004,06/27,George River,Chinook,310.0,310.0,Counted,Weir
George River Escapement,2004,06/28,George River,Chinook,230.0,230.0,Counted,Weir
George River Escapement,2004,06/29,George River,Chinook,305.0,305.0,Counted,Weir
George River Escapement,2004,06/30,George River,Chinook,220.0,220.0,Counted,Weir
George River Escapement,2004,07/01,George River,Chinook,100.0,100.0,Counted,Weir
George River Escapement,2004,07/02,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2004,07/03,George River,Chinook,409.0,409.0,Counted,Weir
George River Escapement,2004,07/04,George River,Chinook,161.0,161.0,Counted,Weir
George River Escapement,2004,07/05,George River,Chinook,539.0,539.0,Counted,Weir
George River Escapement,2004,07/06,George River,Chinook,375.0,375.0,Counted,Weir
George River Escapement,2004,07/07,George River,Chinook,152.0,152.0,Counted,Weir
George River Escapement,2004,07/08,George River,Chinook,398.0,398.0,Counted,Weir
George River Escapement,2004,07/09,George River,Chinook,194.0,194.0,Counted,Weir
George River Escapement,2004,07/10,George River,Chinook,69.0,69.0,Counted,Weir
George River Escapement,2004,07/11,George River,Chinook,244.0,244.0,Counted,Weir
George River Escapement,2004,07/12,George River,Chinook,240.0,240.0,Counted,Weir
George River Escapement,2004,07/13,George River,Chinook,108.0,108.0,Counted,Weir
George River Escapement,2004,07/14,George River,Chinook,99.0,99.0,Counted,Weir
George River Escapement,2004,07/15,George River,Chinook,75.0,75.0,Counted,Weir
George River Escapement,2004,07/16,George River,Chinook,89.0,89.0,Counted,Weir
George River Escapement,2004,07/17,George River,Chinook,86.0,86.0,Counted,Weir
George River Escapement,2004,07/18,George River,Chinook,97.0,97.0,Counted,Weir
George River Escapement,2004,07/19,George River,Chinook,114.0,114.0,Counted,Weir
George River Escapement,2004,07/20,George River,Chinook,66.0,66.0,Counted,Weir
George River Escapement,2004,07/21,George River,Chinook,40.0,40.0,Counted,Weir
George River Escapement,2004,07/22,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2004,07/23,George River,Chinook,40.0,40.0,Counted,Weir
George River Escapement,2004,07/24,George River,Chinook,38.0,38.0,Counted,Weir
George River Escapement,2004,07/25,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2004,07/26,George River,Chinook,49.0,49.0,Counted,Weir
George River Escapement,2004,07/27,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2004,07/28,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2004,07/29,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2004,07/30,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2004,07/31,George River,Chinook,19.0,19.0,Counted,Weir
George River Escapement,2004,08/01,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2004,08/02,George River,Chinook,14.0,14.0,Counted,Weir
George River Escapement,2004,08/03,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2004,08/04,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2004,08/05,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2004,08/06,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2004,08/07,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2004,08/08,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2004,08/09,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2004,08/10,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2004,08/11,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2004,08/12,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2004,08/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2004,08/14,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2004,08/15,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2004,08/16,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2004,08/17,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2004,08/18,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2004,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2004,08/20,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2004,08/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2004,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2004,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2004,08/24,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2004,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2004,08/26,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2004,08/27,George River,Chinook,1.0,1.0,Counted,Weir
